title:david_g_Forward, start timestamp:1656265696.133082, stop timestamp:1656265701.153365, headset type:INSIGHT, headset serial:A2D201AE, headset firmware:932, channels:84, sampling rate:eeg_128;pm_0.1;pow_8, samples:643       , version:2.1, 
Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.T7,CQ.Pz,CQ.T8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.T7,EQ.Pz,EQ.T8,EQ.AF4,PM.Engagement.IsActive,PM.Engagement.Scaled,PM.Engagement.Raw,PM.Engagement.Min,PM.Engagement.Max,PM.Excitement.IsActive,PM.Excitement.Scaled,PM.Excitement.Raw,PM.Excitement.Min,PM.Excitement.Max,PM.LongTermExcitement,PM.Stress.IsActive,PM.Stress.Scaled,PM.Stress.Raw,PM.Stress.Min,PM.Stress.Max,PM.Relaxation.IsActive,PM.Relaxation.Scaled,PM.Relaxation.Raw,PM.Relaxation.Min,PM.Relaxation.Max,PM.Interest.IsActive,PM.Interest.Scaled,PM.Interest.Raw,PM.Interest.Min,PM.Interest.Max,PM.Focus.IsActive,PM.Focus.Scaled,PM.Focus.Raw,PM.Focus.Min,PM.Focus.Max,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
1656265696.133082,1656265696.140314,65.000000,0.000000,4215.384766,4232.820313,4076.923096,4042.564209,4196.410156,450.000000,4.000000,95.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656265696.140901,1656265696.148231,66.000000,0.000000,4225.128418,4237.948730,4094.358887,4075.384521,4186.666504,312.000000,4.000000,95.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656265696.148721,1656265696.156048,67.000000,0.000000,4269.743652,4274.358887,4125.128418,4082.051270,4221.538574,450.000000,4.000000,95.000000,,,,0.000000,2.000000,4.000000,4.000000,4.000000,4.000000,83.333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656265696.156541,1656265696.163965,68.000000,0.000000,4250.256348,4258.974121,4124.102539,4069.230713,4235.897461,16098.000000,4.000000,95.000000,,,,0.000000,2.000000,4.000000,2.000000,4.000000,4.000000,66.666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656265696.164361,1656265696.171782,69.000000,0.000000,4240.000000,4232.820313,4120.000000,4084.102539,4215.897461,450.000000,4.000000,95.000000,,,,0.000000,2.000000,4.000000,2.000000,4.000000,4.000000,66.666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656265696.172181,1656265696.179599,70.000000,0.000000,4254.358887,4218.461426,4096.922852,4084.102539,4211.282227,310.000000,4.000000,95.000000,,,,0.000000,2.000000,4.000000,2.000000,4.000000,4.000000,66.666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656265696.180000,1656265696.187315,71.000000,0.000000,4257.436035,4214.871582,4068.205078,4075.384521,4238.974121,450.000000,4.000000,95.000000,,,,0.000000,2.000000,4.000000,2.000000,4.000000,4.000000,66.666664,1.000000,58.333332,2.000000,3.000000,2.000000,3.000000,3.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.785925,0.969026,1.548991,13.527129,7.223238,3.955912,6.138927,1.283105,10.097923,5.699761,7.996470,7.854977,1.973003,3.216033,1.776456,1.969153,2.101090,2.859603,4.702428,3.540163,2.062685,3.417558,1.856766,9.523894,6.193897
1656265696.187820,1656265696.195232,72.000000,0.000000,4253.333496,4223.077148,4076.410156,4062.051270,4242.563965,450.000000,4.000000,95.000000,,,,0.000000,2.000000,4.000000,2.000000,4.000000,4.000000,66.666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656265696.195640,1656265696.203049,73.000000,0.000000,4239.487305,4206.153809,4082.051270,4026.666748,4212.820313,16061.000000,4.000000,95.000000,,,,0.000000,2.000000,4.000000,2.000000,4.000000,4.000000,66.666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656265696.203460,1656265696.210965,74.000000,0.000000,4247.179688,4214.358887,4066.153809,4032.820557,4225.641113,450.000000,4.000000,95.000000,,,,0.000000,2.000000,4.000000,2.000000,4.000000,4.000000,66.666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
